order_id,order_date,product_code,customer_id,channel_code,quantity,unit_price,currency,discount_pct,country,source_file
ORD-1989,2023-07-03,P013,C0044,ECOM,4,41.64,EUR,10.0,IT,sales_2023.csv
ORD-1699,2023-11-12,P006,C0281,ECOM,1,31.16,EUR,0.0,IT,sales_2023.csv
ORD-1174,02-11-2023,P009,C0257,ECOM,2,18.13,EUR,10.0,IT,sales_2023.csv
ORD-3008,07-27-2022,P003,C0084,ECOM,3,24.78,EUR,0.0,IT,sales_2022.csv
ORD-2214,16/04/2025,P016,C0178,STORE,1,19.15,EUR,,IT,sales_2025.csv
ORD-1827,2022-12-22,P020,C0188,STORE,3,30.65,EUR,,IT,sales_2022.csv
ORD-1870,02-24-2024,P013,C0283,STORE,3,39.43,EUR,0.0,IT,sales_2024.csv
ORD-2804,01-01-2023,P011,C0259,ECOM,3,35.3,EUR,0.0,IT,sales_2023.csv
ORD-2934,22/12/2022,P010,C0097,ECOM,3,15.82,EUR,10.0,IT,sales_2022.csv
ORD-2177,29/07/2022,P020,C0202,ECOM,4,29.08,EUR,0.0,IT,sales_2022.csv
ORD-2749,2022-06-09,P010,C0062,ECOM,2,17.94,EUR,0.0,IT,sales_2022.csv
ORD-1460,27/11/2022,P008,C0110,STORE,2,10.36,EUR,0.0,IT,sales_2022.csv
ORD-1226,04-21-2024,P008,C0089,ECOM,2,11.91,EUR,,IT,sales_2024.csv
ORD-1200,2022-10-21,P004,C0031,STORE,2,10.02,EUR,0.0,IT,sales_2022.csv
ORD-2258,01-03-2022,P004,C0292,STORE,2,12.93,EUR,,IT,sales_2022.csv
ORD-1814,16/06/2025,P003,C0291,STORE,5,27.86,EUR,,IT,sales_2025.csv
ORD-2014,24/02/2023,P005,C0020,ECOM,3,35.57,EUR,10.0,IT,sales_2023.csv
ORD-2418,2025-09-09,P019,C0098,ECOM,4,18.49,EUR,,IT,sales_2025.csv
ORD-1162,2024-02-20,P017,C0183,WHOLE,2,40.2,EUR,,IT,sales_2024.csv
ORD-1954,07-13-2022,P013,C0052,WHOLE,3,31.77,EUR,10.0,IT,sales_2022.csv
ORD-2986,13/01/2023,P015,C0139,STORE,5,23.01,EUR,10.0,IT,sales_2023.csv
ORD-2357,25/05/2023,P001,C0132,STORE,1,35.07,EUR,0.0,IT,sales_2023.csv
ORD-1072,2023-10-26,P015,C0006,ECOM,2,26.09,EUR,0.0,IT,sales_2023.csv
ORD-1951,11-01-2022,P015,C0159,ECOM,1,26.41,EUR,0.0,IT,sales_2022.csv
ORD-1362,02-20-2024,P014,C0186,STORE,4,15.93,EUR,0.0,IT,sales_2024.csv
ORD-1713,14/10/2025,P002,C0150,STORE,5,30.37,EUR,20.0,IT,sales_2025.csv
ORD-2347,2025-02-15,P013,C0284,WHOLE,5,34.49,EUR,20.0,IT,sales_2025.csv
ORD-1920,29/09/2023,P013,C0017,STORE,3,42.14,EUR,0.0,IT,sales_2023.csv
ORD-3301,18/08/2023,P001,C0034,WHOLE,1,39.74,EUR,0.0,IT,sales_2023.csv
ORD-2461,09-02-2023,P008,C0129,ECOM,4,13.03,EUR,10.0,IT,sales_2023.csv
ORD-1234,11-20-2023,P004,C0279,WHOLE,2,12.54,EUR,,IT,sales_2023.csv
ORD-1685,01-01-2023,P019,C0124,ECOM,5,15.04,EUR,20.0,IT,sales_2023.csv
ORD-1769,05/06/2025,P015,C0198,STORE,4,27.14,EUR,20.0,IT,sales_2025.csv
ORD-2597,23/04/2022,P004,C0168,STORE,2,10.29,EUR,20.0,IT,sales_2022.csv
ORD-2551,05-21-2022,P010,C0052,ECOM,2,18.72,EUR,0.0,IT,sales_2022.csv
ORD-1459,2023-07-28,P006,C0236,ECOM,5,29.79,EUR,20.0,IT,sales_2023.csv
ORD-1643,10-16-2024,P016,C0056,WHOLE,2,15.69,EUR,0.0,IT,sales_2024.csv
ORD-2243,04-05-2022,P017,C0116,WHOLE,4,39.01,EUR,,IT,sales_2022.csv
ORD-1375,14/08/2022,P003,C0043,ECOM,1,26.19,EUR,10.0,IT,sales_2022.csv
ORD-1280,2024-03-27,P020,C0097,ECOM,5,28.92,EUR,10.0,IT,sales_2024.csv
ORD-2541,07-20-2025,P007,C0122,STORE,1,21.86,EUR,10.0,IT,sales_2025.csv
ORD-1368,17/02/2023,P015,C0080,ECOM,5,23.86,EUR,,IT,sales_2023.csv
ORD-2259,02-02-2022,P005,C0190,WHOLE,3,36.14,EUR,0.0,IT,sales_2022.csv
ORD-2402,13/07/2022,P017,C0133,WHOLE,4,30.9,EUR,0.0,IT,sales_2022.csv
ORD-2472,24/11/2025,P016,C0266,WHOLE,3,17.65,EUR,20.0,IT,sales_2025.csv
ORD-3332,2023-11-18,P020,C0078,ECOM,4,31.04,EUR,,IT,sales_2023.csv
ORD-2634,08-21-2022,P014,C0150,STORE,5,15.05,EUR,0.0,IT,sales_2022.csv
ORD-3040,24/10/2023,P014,C0166,STORE,4,15.17,EUR,,IT,sales_2023.csv
ORD-1398,08-28-2024,P019,C0040,WHOLE,2,17.82,EUR,0.0,IT,sales_2024.csv
ORD-2560,2022-08-26,P010,C0087,WHOLE,4,21.29,EUR,0.0,IT,sales_2022.csv
ORD-3062,2022-11-14,P014,C0092,ECOM,3,14.38,EUR,20.0,IT,sales_2022.csv
ORD-2112,11/04/2025,P007,C0019,STORE,5,23.92,EUR,0.0,IT,sales_2025.csv
ORD-3019,2023-10-15,P010,C0037,ECOM,2,17.05,EUR,20.0,IT,sales_2023.csv
ORD-1909,30/10/2023,P010,C0176,WHOLE,2,18.17,EUR,0.0,IT,sales_2023.csv
ORD-2368,20/04/2024,P002,C0233,WHOLE,1,28.65,EUR,0.0,IT,sales_2024.csv
ORD-1852,27/07/2025,P011,C0166,ECOM,4,31.7,EUR,,IT,sales_2025.csv
ORD-1792,25/10/2023,P007,C0137,STORE,1,24.16,EUR,10.0,IT,sales_2023.csv
ORD-3222,20/08/2024,P013,C0060,WHOLE,4,42.03,EUR,20.0,IT,sales_2024.csv
ORD-2184,16/02/2024,P020,C0178,ECOM,4,29.37,EUR,20.0,IT,sales_2024.csv
ORD-1313,05-14-2024,P018,C0199,WHOLE,4,23.81,EUR,0.0,IT,sales_2024.csv
ORD-2324,2025-12-18,P002,C0070,STORE,2,27.87,EUR,20.0,IT,sales_2025.csv
ORD-2577,2022-02-26,P001,C0196,ECOM,1,32.52,EUR,,IT,sales_2022.csv
ORD-2238,26/05/2024,P015,C0295,WHOLE,2,21.3,EUR,0.0,IT,sales_2024.csv
ORD-1997,2024-02-21,P012,C0290,WHOLE,5,28.01,EUR,0.0,IT,sales_2024.csv
ORD-2180,06-24-2023,P001,C0208,ECOM,3,38.8,EUR,20.0,IT,sales_2023.csv
ORD-3112,03-01-2025,P020,C0158,WHOLE,2,27.38,EUR,0.0,IT,sales_2025.csv
ORD-1779,2024-05-25,P016,C0216,STORE,4,18.71,EUR,20.0,IT,sales_2024.csv
ORD-1231,2025-02-10,P010,C0247,WHOLE,5,20.42,EUR,0.0,IT,sales_2025.csv
ORD-2196,15/02/2024,P007,C0046,WHOLE,1,20.44,EUR,,IT,sales_2024.csv
ORD-2336,12-26-2025,P007,C0233,STORE,2,22.91,EUR,0.0,IT,sales_2025.csv
ORD-2390,20/06/2023,P002,C0072,WHOLE,5,34.83,EUR,0.0,IT,sales_2023.csv
ORD-3294,11-10-2025,P020,C0170,WHOLE,4,30.69,EUR,0.0,IT,sales_2025.csv
ORD-1718,2022-04-28,P013,C0076,STORE,1,38.1,EUR,0.0,IT,sales_2022.csv
ORD-2431,11/03/2023,P011,C0190,STORE,3,28.24,EUR,0.0,IT,sales_2023.csv
ORD-1645,10/12/2025,P014,C0203,WHOLE,3,16.04,EUR,10.0,IT,sales_2025.csv
ORD-2285,03-03-2023,P002,C0201,WHOLE,2,32.54,EUR,20.0,IT,sales_2023.csv
ORD-2935,02-10-2023,P003,C0288,ECOM,2,22.15,EUR,10.0,IT,sales_2023.csv
ORD-1850,10/03/2025,P017,C0146,STORE,2,35.25,EUR,10.0,IT,sales_2025.csv
ORD-2693,2023-06-07,P009,C0252,WHOLE,2,18.47,EUR,20.0,IT,sales_2023.csv
ORD-3255,31/10/2022,P006,C0081,STORE,3,25.99,EUR,20.0,IT,sales_2022.csv
ORD-1779,2024-10-16,P017,C0237,WHOLE,4,35.48,EUR,,IT,sales_2024.csv
ORD-2363,04-02-2023,P014,C0107,ECOM,4,16.88,EUR,,IT,sales_2023.csv
ORD-1009,12-16-2025,P002,C0081,ECOM,3,36.33,EUR,,IT,sales_2025.csv
ORD-3139,08-16-2024,P014,C0117,ECOM,3,14.65,EUR,0.0,IT,sales_2024.csv
ORD-2771,26/10/2025,P018,C0138,WHOLE,5,21.78,EUR,0.0,IT,sales_2025.csv
ORD-2493,26/01/2025,P014,C0253,WHOLE,3,17.64,EUR,20.0,IT,sales_2025.csv
ORD-3343,17/05/2024,P001,C0183,WHOLE,5,44.05,EUR,0.0,IT,sales_2024.csv
ORD-2764,2025-12-31,P008,C0234,ECOM,3,11.89,EUR,10.0,IT,sales_2025.csv
ORD-1104,04-03-2025,P013,C0163,STORE,3,41.31,EUR,20.0,IT,sales_2025.csv
ORD-3224,07-19-2023,P001,C0033,STORE,1,44.17,EUR,,IT,sales_2023.csv
ORD-2082,2025-01-27,P007,C0031,STORE,2,24.7,EUR,0.0,IT,sales_2025.csv
ORD-1921,09/02/2022,P002,C0102,STORE,2,34.57,EUR,0.0,IT,sales_2022.csv
ORD-2646,2022-10-14,P018,C0095,WHOLE,3,21.21,EUR,0.0,IT,sales_2022.csv
ORD-1899,10/03/2022,P005,C0131,ECOM,3,47.24,EUR,20.0,IT,sales_2022.csv
ORD-1920,2024-08-02,P016,C0211,ECOM,2,14.06,EUR,,IT,sales_2024.csv
ORD-3073,09-25-2022,P001,C0053,STORE,5,35.63,EUR,20.0,IT,sales_2022.csv
ORD-1476,08-01-2023,P005,C0198,STORE,3,42.98,EUR,20.0,IT,sales_2023.csv
ORD-1228,11-07-2022,P006,C0114,STORE,4,28.56,EUR,0.0,IT,sales_2022.csv
ORD-2642,30/11/2024,P005,C0165,WHOLE,1,42.35,EUR,20.0,IT,sales_2024.csv
ORD-1898,12-27-2023,P008,C0006,WHOLE,1,11.67,EUR,0.0,IT,sales_2023.csv
ORD-2579,07/10/2023,P013,C0218,STORE,2,31.77,EUR,0.0,IT,sales_2023.csv
ORD-1294,01/05/2025,P014,C0192,STORE,2,17.84,EUR,0.0,IT,sales_2025.csv
ORD-1129,09-10-2023,P019,C0299,STORE,2,15.39,EUR,0.0,IT,sales_2023.csv
ORD-1539,05-04-2023,P015,C0069,STORE,3,26.12,EUR,,IT,sales_2023.csv
ORD-1572,11/06/2024,P010,C0010,ECOM,3,16.2,EUR,,IT,sales_2024.csv
ORD-1038,02/12/2025,P009,C0255,ECOM,2,20.04,EUR,0.0,IT,sales_2025.csv
ORD-2669,2025-09-17,P015,C0189,STORE,2,19.96,EUR,10.0,IT,sales_2025.csv
ORD-3294,2022-11-20,P001,C0064,ECOM,4,36.74,EUR,10.0,IT,sales_2022.csv
ORD-2850,26/05/2023,P019,C0153,WHOLE,3,20.08,EUR,0.0,IT,sales_2023.csv
ORD-3139,22/12/2025,P012,C0033,ECOM,5,30.07,EUR,0.0,IT,sales_2025.csv
ORD-2866,2022-12-31,P007,C0048,STORE,5,19.85,EUR,0.0,IT,sales_2022.csv
ORD-2899,2023-04-21,P015,C0119,STORE,2,22.01,EUR,0.0,IT,sales_2023.csv
ORD-2053,22/05/2022,P007,C0173,ECOM,4,20.23,EUR,0.0,IT,sales_2022.csv
ORD-3020,2025-03-23,P010,C0278,STORE,2,17.54,EUR,0.0,IT,sales_2025.csv
ORD-2064,01-15-2024,P013,C0251,WHOLE,4,37.05,EUR,20.0,IT,sales_2024.csv
ORD-2893,08-25-2022,P002,C0093,STORE,5,32.22,EUR,10.0,IT,sales_2022.csv
ORD-1040,2022-05-27,P014,C0253,STORE,1,16.19,EUR,0.0,IT,sales_2022.csv
ORD-1004,31/03/2024,P016,C0117,ECOM,5,15.43,EUR,0.0,IT,sales_2024.csv
ORD-3334,2023-01-03,P012,C0049,WHOLE,1,33.07,EUR,0.0,IT,sales_2023.csv
ORD-2390,2024-01-19,P002,C0030,STORE,5,28.17,EUR,0.0,IT,sales_2024.csv
ORD-2098,11/10/2023,P009,C0167,WHOLE,2,18.28,EUR,20.0,IT,sales_2023.csv
ORD-2387,03/09/2024,P017,C0083,STORE,2,34.0,EUR,,IT,sales_2024.csv
ORD-1774,31/03/2025,P020,C0199,ECOM,5,32.93,EUR,10.0,IT,sales_2025.csv
ORD-1060,02-18-2023,P005,C0177,STORE,2,47.62,EUR,,IT,sales_2023.csv
ORD-2523,03-22-2025,P018,C0037,WHOLE,1,26.99,EUR,,IT,sales_2025.csv
ORD-2243,2024-01-14,P017,C0234,ECOM,4,37.04,EUR,20.0,IT,sales_2024.csv
ORD-2233,07/06/2024,P013,C0143,ECOM,5,36.08,EUR,,IT,sales_2024.csv
ORD-2683,02/08/2022,P001,C0290,ECOM,4,36.21,EUR,,IT,sales_2022.csv
ORD-1954,06/11/2023,P002,C0284,WHOLE,1,35.17,EUR,,IT,sales_2023.csv
ORD-2996,11/06/2022,P020,C0042,WHOLE,5,31.87,EUR,0.0,IT,sales_2022.csv
ORD-2439,2025-05-24,P011,C0251,WHOLE,1,32.72,EUR,,IT,sales_2025.csv
ORD-2191,2023-08-27,P015,C0299,ECOM,5,26.67,EUR,10.0,IT,sales_2023.csv
ORD-1253,08-04-2023,P007,C0300,ECOM,2,24.99,EUR,20.0,IT,sales_2023.csv
ORD-1862,10/03/2025,P011,C0281,ECOM,4,27.72,EUR,,IT,sales_2025.csv
ORD-3044,01/11/2025,P010,C0081,WHOLE,2,18.05,EUR,0.0,IT,sales_2025.csv
ORD-2946,2024-07-03,P012,C0102,WHOLE,2,30.45,EUR,0.0,IT,sales_2024.csv
ORD-3145,11-22-2024,P009,C0098,STORE,4,17.35,EUR,0.0,IT,sales_2024.csv
ORD-1606,21/06/2022,P015,C0204,STORE,3,25.19,EUR,0.0,IT,sales_2022.csv
ORD-3123,08-10-2025,P009,C0261,WHOLE,2,19.16,EUR,,IT,sales_2025.csv
ORD-1398,2025-08-06,P013,C0200,STORE,5,40.34,EUR,20.0,IT,sales_2025.csv
ORD-2058,14/12/2023,P016,C0122,ECOM,5,14.5,EUR,,IT,sales_2023.csv
ORD-2269,29/05/2022,P004,C0038,STORE,1,10.93,EUR,10.0,IT,sales_2022.csv
ORD-3300,20/09/2025,P011,C0179,STORE,3,33.05,EUR,10.0,IT,sales_2025.csv
ORD-2343,12-06-2024,P009,C0075,WHOLE,4,18.19,EUR,20.0,IT,sales_2024.csv
ORD-1473,2025-09-09,P015,C0015,STORE,1,23.3,EUR,,IT,sales_2025.csv
ORD-3156,04/10/2025,P011,C0227,ECOM,5,34.52,EUR,,IT,sales_2025.csv
ORD-1304,17/01/2023,P020,C0134,STORE,4,33.48,EUR,20.0,IT,sales_2023.csv
ORD-2354,2022-09-11,P004,C0281,ECOM,1,12.21,EUR,0.0,IT,sales_2022.csv
ORD-2866,22/02/2024,P010,C0246,WHOLE,2,17.84,EUR,0.0,IT,sales_2024.csv
ORD-1226,10-27-2023,P003,C0007,ECOM,5,25.25,EUR,10.0,IT,sales_2023.csv
ORD-2081,15/02/2025,P013,C0066,WHOLE,2,33.67,EUR,,IT,sales_2025.csv
ORD-2626,2024-05-10,P014,C0262,WHOLE,4,14.22,EUR,0.0,IT,sales_2024.csv
ORD-2571,25/01/2023,P014,C0101,ECOM,3,16.57,EUR,,IT,sales_2023.csv
ORD-1481,10/02/2024,P005,C0097,STORE,4,37.78,EUR,20.0,IT,sales_2024.csv
ORD-2583,05-10-2025,P010,C0268,ECOM,3,19.17,EUR,10.0,IT,sales_2025.csv
ORD-1714,2025-01-04,P017,C0212,ECOM,1,40.05,EUR,,IT,sales_2025.csv
ORD-2306,2023-10-07,P001,C0078,STORE,2,44.37,EUR,0.0,IT,sales_2023.csv
ORD-2913,08/07/2022,P014,C0248,STORE,4,18.04,EUR,10.0,IT,sales_2022.csv
ORD-2191,07-15-2023,P013,C0183,WHOLE,2,32.19,EUR,20.0,IT,sales_2023.csv
ORD-2734,20/07/2025,P020,C0299,WHOLE,5,31.13,EUR,20.0,IT,sales_2025.csv
ORD-2681,2022-03-06,P005,C0044,WHOLE,2,43.29,EUR,0.0,IT,sales_2022.csv
ORD-2953,2023-08-02,P007,C0050,ECOM,3,25.36,EUR,10.0,IT,sales_2023.csv
ORD-1454,03-05-2023,P016,C0244,ECOM,2,15.18,EUR,0.0,IT,sales_2023.csv
ORD-2875,02-21-2025,P017,C0119,ECOM,5,32.05,EUR,10.0,IT,sales_2025.csv
ORD-2986,28/01/2022,P015,C0228,ECOM,1,23.72,EUR,10.0,IT,sales_2022.csv
ORD-1992,12/10/2025,P018,C0089,WHOLE,1,24.78,EUR,10.0,IT,sales_2025.csv
ORD-1778,12-20-2025,P002,C0093,WHOLE,4,28.95,EUR,0.0,IT,sales_2025.csv
ORD-1731,2025-06-24,P015,C0246,WHOLE,1,24.23,EUR,20.0,IT,sales_2025.csv
ORD-2118,02-11-2024,P001,C0029,STORE,3,38.27,EUR,,IT,sales_2024.csv
ORD-1708,11-10-2025,P018,C0219,STORE,2,24.38,EUR,0.0,IT,sales_2025.csv
ORD-3046,2022-03-23,P004,C0259,STORE,1,10.94,EUR,10.0,IT,sales_2022.csv
ORD-2932,16/08/2023,P017,C0285,STORE,4,39.84,EUR,,IT,sales_2023.csv
ORD-1437,2024-07-22,P019,C0048,ECOM,4,20.2,EUR,0.0,IT,sales_2024.csv
ORD-1153,29/03/2024,P003,C0041,WHOLE,1,27.13,EUR,0.0,IT,sales_2024.csv
ORD-1698,2024-03-14,P001,C0166,STORE,3,37.05,EUR,0.0,IT,sales_2024.csv
ORD-1078,2025-02-14,P016,C0223,STORE,2,16.65,EUR,0.0,IT,sales_2025.csv
ORD-1086,02/07/2022,P009,C0034,WHOLE,1,18.58,EUR,10.0,IT,sales_2022.csv
ORD-2349,14/10/2025,P009,C0285,STORE,1,18.6,EUR,20.0,IT,sales_2025.csv
ORD-1193,2023-02-24,P014,C0250,ECOM,5,16.61,EUR,,IT,sales_2023.csv
ORD-1345,25/07/2023,P005,C0123,STORE,5,37.64,EUR,0.0,IT,sales_2023.csv
ORD-2249,08-30-2022,P006,C0007,STORE,2,29.73,EUR,0.0,IT,sales_2022.csv
ORD-2252,10-03-2024,P018,C0247,WHOLE,4,28.11,EUR,10.0,IT,sales_2024.csv
ORD-2794,04-13-2023,P011,C0081,WHOLE,2,34.21,EUR,,IT,sales_2023.csv
ORD-2500,24/10/2023,P012,C0127,STORE,4,26.7,EUR,0.0,IT,sales_2023.csv
ORD-1608,29/10/2022,P011,C0025,WHOLE,5,32.96,EUR,0.0,IT,sales_2022.csv
ORD-3397,2025-07-07,P015,C0279,ECOM,5,24.17,EUR,,IT,sales_2025.csv
ORD-2460,2025-07-28,P008,C0247,ECOM,2,9.51,EUR,10.0,IT,sales_2025.csv
ORD-2506,2023-03-01,P014,C0085,WHOLE,2,15.82,EUR,20.0,IT,sales_2023.csv
ORD-1362,2022-03-14,P013,C0203,STORE,2,41.17,EUR,0.0,IT,sales_2022.csv
ORD-1105,07-24-2025,P017,C0164,WHOLE,2,30.41,EUR,0.0,IT,sales_2025.csv
ORD-1159,2023-03-12,P004,C0239,STORE,4,9.42,EUR,10.0,IT,sales_2023.csv
ORD-2062,11-19-2023,P010,C0271,STORE,1,18.21,EUR,10.0,IT,sales_2023.csv
ORD-1235,08-11-2023,P008,C0241,STORE,3,9.95,EUR,10.0,IT,sales_2023.csv
ORD-2712,2024-06-06,P012,C0178,WHOLE,1,31.51,EUR,,IT,sales_2024.csv
ORD-3202,2022-07-28,P020,C0272,ECOM,3,29.49,EUR,0.0,IT,sales_2022.csv
ORD-3242,2022-01-21,P002,C0097,STORE,3,31.04,EUR,10.0,IT,sales_2022.csv
ORD-1341,01-11-2022,P019,C0124,ECOM,3,18.38,EUR,20.0,IT,sales_2022.csv
ORD-1213,12-16-2022,P015,C0203,STORE,1,23.82,EUR,20.0,IT,sales_2022.csv
ORD-1034,25/03/2023,P013,C0094,ECOM,5,43.53,EUR,0.0,IT,sales_2023.csv
ORD-2574,2025-10-07,P006,C0260,WHOLE,5,31.94,EUR,,IT,sales_2025.csv
ORD-2865,02/12/2022,P008,C0166,ECOM,5,11.79,EUR,20.0,IT,sales_2022.csv
ORD-1744,06/08/2022,P014,C0120,STORE,1,15.36,EUR,,IT,sales_2022.csv
ORD-3158,2024-09-21,P013,C0048,WHOLE,4,42.45,EUR,,IT,sales_2024.csv
ORD-2716,2025-01-02,P003,C0268,WHOLE,4,23.48,EUR,0.0,IT,sales_2025.csv
ORD-3352,11-03-2022,P006,C0002,STORE,4,25.34,EUR,,IT,sales_2022.csv
ORD-1071,21/08/2024,P011,C0274,STORE,2,29.83,EUR,0.0,IT,sales_2024.csv
ORD-2187,2022-02-15,P014,C0115,STORE,5,18.91,EUR,0.0,IT,sales_2022.csv
ORD-1516,09-10-2022,P006,C0213,ECOM,4,31.91,EUR,,IT,sales_2022.csv
ORD-2324,2023-11-24,P002,C0220,STORE,1,36.48,EUR,0.0,IT,sales_2023.csv
ORD-2039,2025-08-17,P012,C0033,ECOM,3,26.78,EUR,0.0,IT,sales_2025.csv
ORD-1265,10-15-2025,P007,C0102,WHOLE,2,21.52,EUR,20.0,IT,sales_2025.csv
ORD-1758,06-16-2023,P014,C0213,STORE,2,16.45,EUR,10.0,IT,sales_2023.csv
ORD-3074,01-19-2023,P009,C0231,WHOLE,2,20.3,EUR,10.0,IT,sales_2023.csv
ORD-2958,2025-01-15,P013,C0051,STORE,5,38.24,EUR,,IT,sales_2025.csv
ORD-1836,13/07/2023,P014,C0108,STORE,5,16.65,EUR,0.0,IT,sales_2023.csv
ORD-3324,27/01/2025,P003,C0211,WHOLE,1,22.64,EUR,,IT,sales_2025.csv
ORD-3140,01-03-2025,P014,C0221,ECOM,1,17.32,EUR,0.0,IT,sales_2025.csv
ORD-2890,2023-06-11,P017,C0028,STORE,2,38.31,EUR,0.0,IT,sales_2023.csv
ORD-2647,2023-02-24,P012,C0097,STORE,1,32.23,EUR,0.0,IT,sales_2023.csv
ORD-3037,2024-02-11,P009,C0276,WHOLE,2,19.78,EUR,10.0,IT,sales_2024.csv
ORD-1007,2022-10-11,P006,C0123,WHOLE,1,27.6,EUR,10.0,IT,sales_2022.csv
ORD-1072,26/04/2023,P010,C0050,WHOLE,3,19.2,EUR,20.0,IT,sales_2023.csv
ORD-2009,2024-09-20,P014,C0165,ECOM,2,16.14,EUR,0.0,IT,sales_2024.csv
ORD-2479,08-20-2025,P001,C0261,STORE,2,33.23,EUR,,IT,sales_2025.csv
ORD-2855,2025-04-16,P008,C0085,STORE,4,11.42,EUR,10.0,IT,sales_2025.csv
ORD-2062,2025-09-03,P020,C0069,ECOM,3,32.03,EUR,,IT,sales_2025.csv
ORD-1532,04-26-2025,P007,C0167,STORE,2,20.57,EUR,20.0,IT,sales_2025.csv
ORD-1870,14/01/2025,P009,C0227,ECOM,2,19.25,EUR,10.0,IT,sales_2025.csv
ORD-1541,01/11/2024,P007,C0082,ECOM,3,23.65,EUR,10.0,IT,sales_2024.csv
ORD-1987,2025-09-09,P011,C0153,ECOM,2,32.0,EUR,0.0,IT,sales_2025.csv
ORD-1694,01-05-2025,P018,C0098,WHOLE,2,23.08,EUR,,IT,sales_2025.csv
ORD-1550,2024-09-24,P017,C0039,STORE,1,35.76,EUR,10.0,IT,sales_2024.csv
ORD-3030,04/06/2024,P005,C0085,WHOLE,3,41.92,EUR,0.0,IT,sales_2024.csv
ORD-2503,2022-01-19,P019,C0025,STORE,1,15.06,EUR,20.0,IT,sales_2022.csv
ORD-1913,06-01-2024,P018,C0277,WHOLE,2,20.91,EUR,10.0,IT,sales_2024.csv
ORD-2307,03-10-2024,P007,C0077,ECOM,5,26.54,EUR,0.0,IT,sales_2024.csv
ORD-2863,06-09-2022,P004,C0142,STORE,3,12.34,EUR,20.0,IT,sales_2022.csv
ORD-3349,2024-03-26,P005,C0003,WHOLE,1,36.58,EUR,20.0,IT,sales_2024.csv
ORD-2072,03/08/2023,P003,C0206,WHOLE,2,21.27,EUR,10.0,IT,sales_2023.csv
ORD-3262,2022-07-29,P003,C0180,STORE,3,28.03,EUR,20.0,IT,sales_2022.csv
ORD-2469,01-29-2025,P018,C0190,STORE,2,20.96,EUR,0.0,IT,sales_2025.csv
ORD-1580,01-29-2022,P017,C0094,WHOLE,4,31.96,EUR,0.0,IT,sales_2022.csv
ORD-2762,20/09/2024,P010,C0015,WHOLE,2,18.83,EUR,,IT,sales_2024.csv
ORD-2716,2023-01-19,P002,C0010,WHOLE,1,30.47,EUR,,IT,sales_2023.csv
ORD-1255,2025-02-08,P019,C0078,STORE,2,19.57,EUR,20.0,IT,sales_2025.csv
ORD-1262,2022-04-19,P011,C0014,STORE,1,35.07,EUR,0.0,IT,sales_2022.csv
ORD-2585,12-20-2023,P018,C0123,ECOM,5,25.79,EUR,10.0,IT,sales_2023.csv
ORD-2981,28/04/2022,P018,C0266,ECOM,2,25.52,EUR,0.0,IT,sales_2022.csv
ORD-3139,02-08-2022,P018,C0135,ECOM,1,23.68,EUR,10.0,IT,sales_2022.csv
ORD-1778,28/11/2022,P003,C0213,STORE,2,23.85,EUR,,IT,sales_2022.csv
ORD-2152,20/06/2022,P004,C0299,ECOM,3,12.77,EUR,10.0,IT,sales_2022.csv
ORD-1949,12-08-2024,P018,C0244,WHOLE,4,27.35,EUR,0.0,IT,sales_2024.csv
ORD-2975,2022-07-02,P010,C0243,ECOM,2,19.86,EUR,10.0,IT,sales_2022.csv
ORD-1991,04/05/2022,P008,C0261,ECOM,2,12.79,EUR,20.0,IT,sales_2022.csv
ORD-2932,2024-06-01,P012,C0214,WHOLE,2,32.81,EUR,0.0,IT,sales_2024.csv
ORD-1520,10-13-2024,P013,C0014,STORE,1,38.1,EUR,0.0,IT,sales_2024.csv
ORD-1578,10-04-2022,P020,C0259,ECOM,2,30.15,EUR,0.0,IT,sales_2022.csv
ORD-1637,05-24-2024,P012,C0046,ECOM,1,31.53,EUR,0.0,IT,sales_2024.csv
ORD-2791,2024-11-09,P008,C0126,WHOLE,5,10.17,EUR,0.0,IT,sales_2024.csv
ORD-1241,2023-02-10,P008,C0161,STORE,3,10.86,EUR,10.0,IT,sales_2023.csv
ORD-2838,08/12/2023,P020,C0075,ECOM,1,32.88,EUR,10.0,IT,sales_2023.csv
ORD-1780,2024-07-05,P001,C0118,WHOLE,2,34.08,EUR,0.0,IT,sales_2024.csv
ORD-2435,20/06/2024,P003,C0205,WHOLE,4,21.9,EUR,10.0,IT,sales_2024.csv
ORD-2459,09-23-2022,P009,C0100,STORE,2,18.62,EUR,,IT,sales_2022.csv
ORD-1050,2024-01-31,P008,C0025,WHOLE,2,11.63,EUR,0.0,IT,sales_2024.csv
ORD-2304,2023-12-27,P002,C0190,STORE,2,37.72,EUR,0.0,IT,sales_2023.csv
ORD-3191,20/01/2024,P010,C0031,WHOLE,2,16.86,EUR,,IT,sales_2024.csv
ORD-2036,12/01/2022,P002,C0006,STORE,4,29.02,EUR,0.0,IT,sales_2022.csv
ORD-2625,16/07/2024,P008,C0220,STORE,1,10.06,EUR,10.0,IT,sales_2024.csv
ORD-1440,12-26-2022,P011,C0030,ECOM,1,32.19,EUR,0.0,IT,sales_2022.csv
ORD-2023,11-29-2023,P010,C0251,ECOM,2,18.3,EUR,20.0,IT,sales_2023.csv
